name,address,district,phone,profile_pic,description,user_id,google_map_address
康樂賓館,新界荃灣大河道85號寶成樓1字樓8座,荃灣,24930795,https://iopenroom.com//web/upload/1632814814_600522273f877b9ff085ebe58a43a224.jpg,康樂賓館 ( Hong Lo Guest House ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d118065.49991946008!2d114.03262777635733!3d22.37073219447279!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f8edc5f63011%3A0xd8b28f622b5ce989!2z5bq35Z-O6LOT6aSo!5e0!3m2!1szh-TW!2shk!4v1686131166676!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
麗豪小築,荃灣荃灣街巿街31號1字樓E室,荃灣,3591 3310,https://iopenroom.com//web/upload/1632813274_4a56829f5de773fb30d1fb9318ff6da7.jpg,麗豪小築 ( Lai Ho Villa ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d118065.53529346283!2d114.03262752385982!3d22.37069048472502!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f8ed7580ce71%3A0x71586dcd91b667e2!2z5oSb576O5pav6bqX6LGq6LOT6aSo!5e0!3m2!1szh-TW!2shk!4v1686131190443!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
維記 - 歌頓道,銅鑼灣歌頓道9號,銅鑼灣,2578 7823,https://iopenroom.com//web/upload/1631869258_e1c80488853d86ab9d6decfe30d8930f.jpg,維記 - 歌頓道 ( Hotel Victoria - Gordon Road ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d29531.827361523447!2d114.16034510351601!3d22.297739200028115!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400ffd3befda7%3A0xdc2d9fc62be95458!2z57at5aSa5Yip5Lqe6YWS5bqXICjmrYzpoJPpgZMp!5e0!3m2!1szh-TW!2shk!4v1686131215823!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
維記 - 旺角,旺角砵蘭街194-196號維多利亞大廈4F-23F,旺角,2625 9999,https://iopenroom.com//web/upload/1631857383_6a4376afbe3b422054b89547acab3d5e.jpg,維記 - 旺角 ( Hotel Victoria - Tsim Sha Tsui ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3690.9696915191716!2d114.16673007495525!3d22.316985979674577!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400c70c95d6b1%3A0xf834165bb57a2e28!2z57at5aSa5Yip5Lqe6YWS5bqXICjml7rop5Ip!5e0!3m2!1szh-TW!2shk!4v1686131229951!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
異國風酒店,九龍塘羅福道9號1字樓,九龍塘,2338 6223,https://iopenroom.com//web/upload/1633413311_ec13f64851a75ad09c94d9e37e7a61f5.jpg,"酒店位於九龍塘羅福道。我們貫徹以往的設備，異風情內每一間房都擁有與別不同的格調。由地上每一張地毯、床舖、床架、牆上裝飾、浴室等，都幾經精心考慮而佈局，務求讓住客感覺置身世外桃源，一解身心疲累

每間房仿效不同國家的特式而設計，令住客有如置身於不同國家一樣，帶給住客有到異地旅遊相同的享受和relax 的感覺。酒店內還有日本、泰國、英國等設計, 房內設備齊全，有無線上網，豐富電視節目等 ，亦提供小食及飲品。而浴室亦安裝了大型按摩浴缸及按摩花灑等。",1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3690.6772828329385!2d114.17482967495565!3d22.328041579666735!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400cd10057edf%3A0x2a368cddfb03cede!2z55Ww5ZyL6aKo57K-5ZOB6YWS5bqX!5e0!3m2!1szh-TW!2shk!4v1686131242419!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
維記 - 天后,銅鑼灣英皇道14號,天后,2578 7829,https://iopenroom.com//web/upload/1631870577_b637b17af08aced8850c18cccde915da.jpg,維記 - 天后 ( Hotel Victoria - Tin Hau ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3691.870311565158!2d114.19000957495419!3d22.28290197969912!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340401aaa17641d3%3A0x61c5d0c8d11bc0a1!2z57at5aSa5Yip5Lqe6YWS5bqXICjlpKnlkI4p!5e0!3m2!1szh-TW!2shk!4v1686131343568!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
桃源賓館,荃灣楊屋道57號,荃灣,2405 0482,https://iopenroom.com//web/upload/1632809009_d5a47ae2eb84ce194d94260c3aee497d.jpg,桃源賓館 ( Tao Yuen House ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d118003.75577300305!2d113.99505853145077!3d22.44342309171198!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f8ec101aab69%3A0x4149ce62fcb46d19!2z5qGD5rqQ6LOT6aSo!5e0!3m2!1szh-TW!2shk!4v1686131360925!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
金太陽賓館,新界荃灣川龍街101號1字樓,荃灣,2419 9918,https://iopenroom.com//web/upload/1632984324_b04d36b8952e95a3a07b4ef59891a134.jpg,金太陽賓館 ( Gold Sun House ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3689.57435336005!2d114.11306307495693!3d22.369695279636794!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f8ec3863157b%3A0xc9f9ac81dfde1678!2z6YeR5aSq6Zm96LOT6aSo!5e0!3m2!1szh-TW!2shk!4v1686131379706!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
翠華酒店,新界荃灣大河道85A號寶成樓1字樓,荃灣,24930795,https://iopenroom.com//web/upload/1632985402_31010ea88e84bbe1d62b3e2240acff6a.jpg,翠華酒店 ( Chui Wah Hotel ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3689.5314810648183!2d114.1103321787213!3d22.371312927127356!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f8edc504a4cd%3A0xa5d9cb52b6bb1620!2z6I2D54Gj5aSn5rKz6YGTODXomZ8!5e0!3m2!1szh-TW!2shk!4v1686131425255!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
龍濤閣賓館,九龍觀塘牛頭角道357-375號仁安大廈1字樓Q室,觀塘,23456976,https://iopenroom.com//web/upload/1633329552_565ac5aac137b2fd3d9433ffb5674464.jpg,龍濤閣賓館 ( Lung Tao Kwok Villa ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3691.0338646543937!2d114.2209260749552!3d22.314558979676335!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3404014efd253187%3A0x67f6f7bb87f95d8e!2z6b6N5r-k6Zaj6LOT6aSo!5e0!3m2!1szh-TW!2shk!4v1686131442679!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
