name,address,district,phone,profile_pic,description,user_id,google_map_address
新一代小築,九龍牛頭角牛頭角道305-325A號官塘立成大廈2字,觀塘,24997322,https://iopenroom.com//web/upload/1633332701_191c06b31f1846ab00a499f6e5235c4d.jpg,新一代小築 ( New generation house ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.70364633044025!2d114.1721845!3d22.3060674!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400ea35e4dba3%3A0x58f20fb348b0655!2sKing%20Wah%20Guest%20House%20-%20Jordan!5e0!3m2!1sen!2shk!4v1686017253619!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
黃金酒店,九龍深水欽州街98號1字樓,深水埗,2386 3299,https://iopenroom.com//web/upload/1633334266_f14e6f1a355519ff566fab7bb1b557c4.jpg,黃金酒店 ( Golden Hotel ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.67985231945693!2d114.171368!3d22.320467!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400c8853c5615%3A0xfa65a0fa2cb3c288!2sKai%20Yan%20Apartment!5e0!3m2!1sen!2shk!4v1686017293600!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
好景賓館,九龍深水埗汝洲街179號及南昌街106-110號1字樓,深水埗,23800237,https://iopenroom.com//web/upload/1633335468_bc6de909351bc66ea38cfeb5019979fa.jpg,好景賓館 ( Ho King Guest House ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d230.71734841978363!2d114.17211097479932!3d22.2977712!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400edf394d8cd%3A0xefc329cd73f25929!2sGolden%20Crown%20Guesthouse!5e0!3m2!1sen!2shk!4v1686017701513!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
富麗小築,元朗同樂街10-16號金華樓1字樓C&D室,元朗,24750357,https://iopenroom.com//web/upload/1632896514_94878be00574a1f9518078181c656539.jpg,富麗小築 ( Fairy Villa ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3690.6645466625814!2d114.1617385!3d22.328522999999997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400b38a81de37%3A0x6b0ad505cd5f53ca!2sYi%20Tak%20Guest%20House!5e0!3m2!1sen!2shk!4v1686016091453!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
玫瑰園小築,葵涌石蔭路79號金祿樓1字樓,葵涌,24890103,https://iopenroom.com//web/upload/1632887406_19853564376aacd9dc2810567aabcd07.png,玫瑰園小築 ( Rose Garden Villa ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3689.546427084025!2d114.116056!3d22.370749!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f8edb4087be5%3A0x93b4bcb76c2f1394!2z5piO54-g5pmC6ZCY6YWS5bqX!5e0!3m2!1szh-TW!2shk!4v1686016288373!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
荷李活酒店,荃灣沙咀道243-245號2樓,荃灣,37554488,https://iopenroom.com//web/upload/1632885006_dbb7edd5f600426e1acf9ff1f4ca2cc7.jpg,荷李活酒店 ( Hollywood Hotel ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.69067343101761!2d114.1699347!3d22.3139194!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400c0d022222b%3A0x10a905c0413e52b1!2z5piO54-g6YWS5bqX!5e0!3m2!1sen!2shk!4v1686016608082!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
京都酒店,荃灣區沙咀道232號,荃灣,24922797,https://iopenroom.com//web/upload/1632819416_11dd0f2646bccf1a1bab9ca3f21a56b9.jpg,京都酒店 ( Capital Hotel ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3690.5487129365156!2d114.16272199999999!3d22.332901!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3404074b4e5582cf%3A0xbd2091c5aa86d1fd!2sMing%20Zhu%20Hotel!5e0!3m2!1sen!2shk!4v1686017261899!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
香港住宿2,尖沙咀金馬倫道34-36A號福僑大廈5樓C室,尖沙咀,94523439,https://iopenroom.com//web/upload/1665261962_1d4823ff6d47d58771fc1aeb81a8faf8.jpeg,香港住宿2 ( HONG KONG MOTEL 2 ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3689.582390812347!2d114.139595!3d22.369392!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f89ccaa925cd%3A0x2173a7ba55665a9d!2z546r55Gw5ZyS5bCP56-J!5e0!3m2!1szh-TW!2shk!4v1686016323587!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
oneroom,尖沙咀漆咸道南29-31號溫莎大廈5樓A&B室,尖沙咀,56279646,https://iopenroom.com//web/upload/1667967200_d67d30718f56d9e2f5dbab35f8ab24f9.jpg,"oneroom尖沙咀日系簡約風時鐘酒店
-
/ Netflix
免尷尬全自助入住/情侶/朋友/聚會
尖沙咀全新簡約自助式時租旅館",1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d922.753389470798!2d114.188992!3d22.315326999999996!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400d84eca6b0d%3A0xabd97c87c6b50745!2sGee%20Pak%20Villa!5e0!3m2!1sen!2shk!4v1686016908929!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
BoBInn 小熊酒店,旺角彌敦道607號新興大廈16樓1603室,旺角,62535600,https://iopenroom.com//web/upload/1667983786_c0d3989a3bea95969f4ec4b1b4109aa5.jpg,"BoBInn 小熊酒店 ( BoB INN )

免費提供
空調，電視，WI-FI，充電線，樽裝水X2，安全套X1，一次性毛巾X2",1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d922.3914090664579!2d114.1157668!3d22.3700242!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f8ec3863157b%3A0xc9f9ac81dfde1678!2z6YeR5aSq6Zm96LOT6aSo!5e0!3m2!1szh-TW!2shk!4v1686016474000!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
香港怡家酒店,九龍旺角彌敦道731-733號振宜大廈10樓A-D室。,旺角,62886930,https://iopenroom.com//web/upload/1680162263_0cf301ec2f14b95732685b92e61a0a07.jpg,歡迎時鐘朋友，100元2小時，送支裝水及清潔用品，夜9時開始至第日午11時300元。裝修整潔服務好！歡迎自由行日租300-900元，月租免押金，上期即可，免費清潔洗衣物！祝各位老板萬事順心順意！,1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14765.634225296442!2d114.172869!3d22.3003833!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400ec2e40d24b%3A0x3e3cd77b043d010c!2z6YeR5be05Yip6YWS5bqX!5e0!3m2!1szh-TW!2shk!4v1686017352680!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
銀宮酒店,新界元朗擊壤路12號福業樓2字樓,元朗,24421112,https://iopenroom.com//web/upload/1634006955_a52439a9b444703967e27feaf4a376e6.jpeg,銀宮酒店 ( Golden View Hotel ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3690.569224854632!2d114.17778349999999!3d22.332125800000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x34040732f208c247%3A0xd80991d1c26b8624!2sFashion%20Inn!5e0!3m2!1sen!2shk!4v1686016042190!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
新漢宮酒店,元朗元朗安寧路100-108號安利大樓1字樓B&C室,元朗,2478 2691,https://iopenroom.com//web/upload/1632898967_0e41d820144938c3fa411173213bce77.jpg,新漢宮酒店 ( New Hon Kung Hotel ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3690.59528184858!2d114.160969!3d22.331140999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400b3686f75cb%3A0xcb20e075d47e7072!2sGold%20Star%20Hotel!5e0!3m2!1sen!2shk!4v1686017315271!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
新明苑賓館,新界元朗大棠路61-65號好景樓1字樓,元朗,2474 1587,https://iopenroom.com//web/upload/1632971021_b04d36b8952e95a3a07b4ef59891a134.jpg,新明苑賓館 ( New Ming Yuen Villa ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3690.642085387986!2d114.164954!3d22.329372!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400b500f0ce7b%3A0x6b7799e064cefb81!2z6YeR5rqQ6LOT6aSo!5e0!3m2!1sen!2shk!4v1686016105610!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
樂宮別墅,新界元朗康樂路19號鈞德樓1字樓P座,元朗,26692998,https://iopenroom.com//web/upload/1632972596_eccbc87e4b5ce2fe28308fd9f2a7baf3.jpg,樂宮別墅 ( Lok Kun Villa ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.7026564982562!2d114.1707723!3d22.3066666!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400ea57c20949%3A0xd8170e144f65792f!2sKam%20Yip%20Villa!5e0!3m2!1sen!2shk!4v1686016693924!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
新港酒店,元朗東成里路1號,元朗,24736622,https://iopenroom.com//web/upload/1632979259_d8aeb6b1778abd04f1224a2fcb8303ec.jpg,新港酒店 ( Sun Kong Hotel ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d1845.8420674247157!2d114.2083196!3d22.2899519!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3404010e745a7825%3A0x6af5cc8db1ee9f79!2sKAM%20BIK%20FAI%20WONG%20HOTEL!5e0!3m2!1sen!2shk!4v1686017157079!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
錦田賓館,新界元朗錦田錦田巿6號地下,元朗,24778619,https://iopenroom.com//web/upload/1632980648_4af52202f77beb11ba59ce2056aa7878.jpg,錦田賓館 ( Kam Tin Hotel ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.6773811349268!2d114.169557!3d22.321962!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400c846a13501%3A0x56a8f7f7b3ce4803!2sKam%20Fung%20Wong%20Guesthouse!5e0!3m2!1sen!2shk!4v1686016628614!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
金葉別墅,九龍油麻地寧波街23-25號1字樓,佐敦,2780 9387,https://iopenroom.com//web/upload/1634972762_e4cd88b70547dcde3379941aadf0205d.jpeg,金葉別墅 ( Kam Yip Villa ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.68040802507662!2d114.1699631!3d22.3201308!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400c7d7e1dd9b%3A0xefdffcf5b1f5b974!2sLOK%20HOTEL!5e0!3m2!1sen!2shk!4v1686016761929!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
富麗別墅,九龍油麻地寧波街31號1字樓,佐敦,23594089,https://iopenroom.com//web/upload/1634973371_3069ae1d4ec78fd264e1bfebe38315c1.jpeg,富麗別墅 ( FU LAI VILLA ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.71430541536304!2d114.1729921!3d22.2996139!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340401e359155c5f%3A0x298caf5de9b2c8c7!2z6Z2e5Yeh6YWS5bqXIEZFSSBGQU4gSE9URUw!5e0!3m2!1sen!2shk!4v1686016795654!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
華恩酒店,九龍旺角水渠道34-36號東樂大樓1字樓,旺角,2787 3229,https://iopenroom.com//web/upload/1634974919_addc134b0f64b4d561820238f69e525b.jpeg,華恩酒店 ( GRANDE RHINE HOTEL ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.68854616925978!2d114.1703895!3d22.3152067!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400c72707c349%3A0x527dc4fd20ac8bb9!2z5pif6Lyd6YWS5bqX!5e0!3m2!1szh-TW!2shk!4v1686016744727!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
綠恩酒店,九龍旺角通菜街201&203號1字樓,旺角,3165 8628,https://iopenroom.com//web/upload/1634979757_a930d6007e4f20dd68496719be4c8b12.jpeg,綠恩酒店 ( GREENLAND HOTEL ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3691.687655600015!2d114.1954892!3d22.289818600000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340401c99f2e648f%3A0xfd587a0a2febeca5!2sNo.7%20Fortress%20Hill%20hotel!5e0!3m2!1sen!2shk!4v1686017578079!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
華廈別墅,九龍旺角染布房街17-18號1字樓,旺角,2396 0481,https://iopenroom.com//web/upload/1634980334_94f51d6be5815e13a6fcda9ab789c925.jpg,華廈別墅 ( HUA HA GUEST HOUSE ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3687.6544709954164!2d114.02961350000001!3d22.4420274!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403fa0a0d153579%3A0xb82a0c833d7a0d3a!2sWong%20Kung%20Villa!5e0!3m2!1sen!2shk!4v1686017281425!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
金鳳凰賓館,九龍旺角西洋菜南街214-216號1字樓,旺角,27892329,https://iopenroom.com//web/upload/1634983889_0a9a76b8cddc6d50de946fd1d2622ced.jpeg,金鳳凰賓館 ( Guest House ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3689.562143249374!2d114.11615499999999!3d22.370155999999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f8ec4c159c69%3A0xf3bece467aa4be77!2sCapital%20Villa!5e0!3m2!1sen!2shk!4v1686017394661!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
御花園酒店,九龍油麻地碧街43號碧蘭大樓3字樓A室,油麻地,2332 0147,https://iopenroom.com//web/upload/1635047397_461962f0b4bfc9d941ba0cee18d002f4.jpeg,御花園酒店 ( EMPEROR GARDEN ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d922.9190323068533!2d114.196896!3d22.290255000000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340401038459c93d%3A0xa1b90baa248fb201!2sMido%20Guesthouse!5e0!3m2!1sen!2shk!4v1686017139709!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
明珠酒店,九龍油麻地碧街43號碧蘭大樓4字樓,油麻地,2384 0113,https://iopenroom.com//web/upload/1635049905_680a1ee9a46a070686be8ad8c23a6c4b.jpeg,明珠酒店 ( PEARL APARTMENT ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.68689573845117!2d114.1897549!3d22.3162054!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400d83c6546d9%3A0x5fae6012010b8538!2sMei%20King%20Apartment!5e0!3m2!1sen!2shk!4v1686016887689!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
富恒旅館 (彌敦道),尖沙咀彌敦道80號金鑾大廈11樓D室,尖沙咀,93836689,https://iopenroom.com//web/upload/1649094260_e6d94cedc15db536bca51ecc12ebddfa.jpg,"交通方便 一分鐘到尖沙咀地鐵站
價錢合理
提供 Netflix 及Disney+
自助入住 無需尷尬",1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3691.6630944485596!2d114.2003034!3d22.2907485!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x34040104fd0eb907%3A0x354dc48c9d1c2010!2z576O6Lyq6LOT6aSo!5e0!3m2!1sen!2shk!4v1686017126934!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
富恒旅館 (漢口道),尖沙咀漢口道19至21號漢宜大廈8樓B室,尖沙咀,93836689,https://iopenroom.com//web/upload/1649094620_e68ae1b665933f6646fd189688e7a6c2.jpg,"交通方便 3分鐘達尖沙咀港鐵 鄰近大型購物中心
價錢合理
提供 Netflix 及Disney+
自助入住無需尷尬",1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3690.5164566317667!2d114.196376!3d22.33412!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340406d6c745e163%3A0x47ce50f4028ac911!2sMay%20Lai%20Kung%20Guest%20House!5e0!3m2!1sen!2shk!4v1686016993748!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
西湖酒店 / J HOTEL,九龍油麻地南京街6號百達大廈3字樓,旺角,2332 0813,https://iopenroom.com//web/upload/1634371840_92ef5c205be82d0d4455252435c3e085.jpg,西湖大酒店提供優質的住宿，位於香港的餐飲美食，購物中心，娛樂夜生活區，是商務和休閑的熱門之選。酒店位置優越，讓遊人前往市區內的熱門景點變得方便快捷。,1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3691.9882402508983!2d114.17421809999999!3d22.278435299999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3404005b8edf0de3%3A0x525c50d688efe550!2sBeverly%20Hotel%20Limited!5e0!3m2!1sen!2shk!4v1686017209385!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
QQ Hotel,油麻地登打士街46 號恒隆大廈4字樓,旺角,2370 8232,https://iopenroom.com//web/upload/1634545107_38a8884071c3c3a792254d01b4efbca0.jpg,持牌賓館，集團經營，時尚裝修，自設洗衣工場，所有毛巾床單保證清潔衛生，地點就腳，高清LED電視，高速無線寬頻上網。,1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.715242766084!2d114.1744998!3d22.2990463!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400ee6fbd26d3%3A0x8a2a8653030c86b0!2z6aaZ5riv6YCj6Y6W6YWS5bqXNg!5e0!3m2!1szh-TW!2shk!4v1686016576832!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
時尚（設時鐘）酒店,九龍尖沙咀金巴利道27-33號永利大廈6字樓D室,尖沙咀,2688 0555,https://iopenroom.com//web/upload/1634827783_fc03c1830b9bebce978a103587cafcb8.jpeg,入住完美住宿是開展旅程的必備要素。快來享受住宿提供的所有客房免費Wi-Fi吧！ 住宿位於尖沙咀的絕佳位置，讓你輕鬆探索周邊景點。,1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.6782150739522!2d114.168671!3d22.3214575!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400c816581441%3A0x4b238c5211532d71!2z6aaZ5riv5oCh5a626YWS5bqX!5e0!3m2!1sen!2shk!4v1686016542205!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
阿樂賓館,西洋菜南街146-152號2字樓152室,旺角,70830989,https://iopenroom.com//web/upload/1634876378_76edca859425db9513a860adae5dbbb8.jpg,"Happy hotel鄰近旺角中心、新之城、T.O.P Mall（地理位置優越）

酒店全新別致裝修，獨特嘅牆身配以裝飾畫進行裝扮，盡心搭配的床單及cushion，以高檔質感打造簡約舒適空間。

絕對係你妳、妳妳、你你在人來人往繁華鬧都市的寧靜綠洲！",1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.71746087442904!2d114.171959!3d22.2977031!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400ed8c8052eb%3A0xb2131f6550f7b2c!2z6I-v5rqQ5aSn5buI!5e0!3m2!1szh-TW!2shk!4v1686017640562!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
麗豪別墅,九龍旺角登打士街37號9字樓,旺角,2384 2113,https://iopenroom.com//web/upload/1634879219_7653471184f92de9037ec5fd04778512.jpeg,麗豪別墅 ( Lai Ho Villa ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d230.7123047993533!2d114.1734354!3d22.3008253!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400ec27aa3625%3A0xccb9e96f22d85d2!2zU21hcnQgSG90ZWzmmYLlsJrvvIjoqK3mmYLpkJjvvInphZLlupc!5e0!3m2!1sen!2shk!4v1686016770389!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
星輝賓館,旺角登打士街44-46號恆隆大廈9樓,旺角,2782 3933,https://iopenroom.com//web/upload/1634880063_8a08bb341dedbfd54f5937a6360b8d84.jpg,入住完美住宿是開展旅程的必備要素。快來享受住宿提供的所有客房免費Wi-Fi吧！ 住宿位於香港旺角的絕佳位置，讓你輕鬆探索熱門景點和餐飲選擇。,1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3690.3694165816896!2d114.17637780000001!3d22.339676000000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x34040730f41f6f9b%3A0xa767cd4c8a8589c8!2s20%20Kent%20Rd%2C%20Kowloon%20Tong!5e0!3m2!1sen!2shk!4v1686017480572!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
蟠龍別墅,九龍旺角洗衣街165號1字樓,旺角,2392 9866,https://iopenroom.com//web/upload/1634886047_2c731c3dd0592a8a3d256c9300b6172b.jpeg,蟠龍別墅 ( POON LOONG INN ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3690.6896869844036!2d114.1875367!3d22.3275727!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x340400d4c5222d17%3A0xd4e7114412f60cdb!2sTo%20Yuen%20Guest%20House!5e0!3m2!1sen!2shk!4v1686016868502!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
西班牙賓館,九龍旺角亞皆老街99號2字樓,旺角,2787 6540,https://iopenroom.com//web/upload/1634886875_9e30862c63095ab66cab8b2dd64a6dcf.jpg,西班牙賓館 ( SPANISH HOSTEL ),1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3689.6044132675456!2d114.114998!3d22.368561!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3403f8ec101aab69%3A0x4149ce62fcb46d19!2z5qGD5rqQ6LOT6aSo!5e0!3m2!1szh-TW!2shk!4v1686016168939!5m2!1szh-TW!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
維珍尼亞賓館,九龍旺角西洋菜南街86-88號聯興大廈2字樓,旺角,21916868,https://iopenroom.com//web/upload/1634894697_82e3d66b38c02499dae4f5f75715ef02.jpeg,坐落於旺角、油麻地的香港維珍尼亞賓館，至旺角地鐵站衹需步行前往。優美的環境，再搭配上細緻周到的服務，酒店的休閑區定能滿足您的品質需求。,1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3690.364879913171!2d114.1539072!3d22.3398474!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3404078a74564791%3A0x4cd4a9aa6b5904a0!2z5rOw5aW95L2P!5e0!3m2!1sen!2shk!4v1686015860382!5m2!1sen!2shk"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
