2022-07-25,4435,1650,223
2022-07-26,3601,1311,220
2022-07-27,3493,1397,264
2022-07-28,3635,1321,215
2022-07-29,3978,1385,246
2022-07-30,4174,1239,306
2022-07-31,5823,1270,242
2022-08-01,5524,1389,340
2022-08-02,4734,928,221
2022-08-03,4764,1415,267
2022-08-04,3957,982,212
2022-08-05,5081,1390,291
2022-08-06,4844,1270,278
2022-08-07,6812,1038,263
2022-08-08,5329,1376,289
2022-08-09,5434,1321,285
2022-08-10,4587,1519,303
2022-08-11,4615,1362,298
2022-08-12,6030,1733,345
2022-08-13,5562,1434,354
2022-08-14,8437,1574,387
2022-08-15,7090,1488,343
2022-08-16,7234,1351,382
2022-08-17,5769,1678,372
2022-08-18,7104,1422,390
2022-08-19,6916,1635,402
2022-08-20,7784,1461,420
2022-08-21,10463,1670,406
2022-08-22,7638,1490,378
2022-08-23,8287,1551,382
2022-08-24,7890,1746,353
2022-08-25,5268,1115,311
2022-08-26,9143,2836,588
2022-08-27,8396,1933,379
2022-08-28,11004,1985,519
2022-08-29,7129,1703,344
2022-08-30,7811,2347,469
2022-08-31,7239,1817,350
2022-09-01,7995,1864,498
2022-09-02,6806,1930,574
2022-09-03,6396,1740,458
2022-09-04,7868,1968,474
2022-09-05,4433,1441,386
2022-09-06,5458,2182,492
2022-09-07,4402,1599,432
2022-09-08,4770,1657,516
2022-09-09,5333,2036,533
2022-09-10,3372,1411,410
2022-09-11,6158,1790,496
2022-09-12,5173,1759,424
2022-09-13,5288,1548,456
2022-09-14,4284,1807,393
2022-09-15,5463,1571,550
2022-09-16,4893,1908,570
2022-09-17,4489,1493,462
2022-09-18,6798,1669,502
2022-09-19,3858,1693,385
2022-09-20,5137,1717,481
2022-09-21,4311,2005,399
2022-09-22,4736,1484,492
2022-09-23,4819,1474,497
2022-09-24,3960,1507,376
2022-09-25,5456,1585,398
2022-09-26,4516,1624,342
2022-09-27,5519,1524,515
2022-09-28,5274,1682,558
2022-09-29,5760,1497,615
2022-09-30,6357,1826,724
2022-10-01,4891,1382,683
2022-10-02,6839,1260,794
2022-10-03,5709,1836,768
2022-10-04,7367,1269,720
2022-10-05,5613,1500,654
2022-10-06,5931,1379,821
2022-10-07,5854,1559,897
2022-10-08,6415,1542,878
2022-10-09,9043,1436,1044
2022-10-10,6719,1916,968
2022-10-11,6683,1507,974
2022-10-12,5229,1541,905
2022-10-13,6003,1256,969
2022-10-14,6432,1672,1009
2022-10-15,6753,1456,932
2022-10-16,10289,1359,1159
2022-10-17,7269,1612,1097
2022-10-18,7763,1289,1145
2022-10-19,6884,1509,959
2022-10-20,8463,1427,1172
2022-10-21,8925,1673,1244
2022-10-22,9186,1423,1019
2022-10-23,11105,1398,1237
2022-10-24,9126,1771,1040
2022-10-25,8746,1518,1135
2022-10-26,7819,1762,956
2022-10-27,8671,1500,1225
2022-10-28,9647,1852,1377
2022-10-29,9206,1505,1250
2022-10-30,12106,1634,1673
2022-10-31,8962,1484,1356
2022-11-01,9482,1600,1617
2022-11-02,8422,1550,1402
2022-11-03,9197,1780,1519
2022-11-04,9254,1665,1513
2022-11-05,10193,1825,1499
2022-11-06,13727,2080,1677
2022-11-07,11008,1913,1632
2022-11-08,11623,1899,1689
2022-11-09,9779,1650,1586
2022-11-10,9728,1861,1551
2022-11-11,10772,2140,1822
2022-11-12,11103,1886,1635
2022-11-13,14538,2314,2025
2022-11-14,11360,2081,1980
2022-11-15,11819,2062,1908
2022-11-16,11183,1946,1876
2022-11-17,9954,1843,1795
2022-11-18,10911,1788,1605
2022-11-19,12222,1985,1898
2022-11-20,15176,1902,1913
2022-11-21,12606,2160,2024
2022-11-22,12121,2032,1931
2022-11-23,11939,2152,2177
2022-11-24,10369,1899,1966
2022-11-25,11112,1804,1830
2022-11-26,12945,1871,1986
2022-11-27,15626,1928,2147
2022-11-28,13235,2013,1949
2022-11-29,13205,1967,1893
2022-11-30,14437,2053,2180
2022-12-01,11690,1775,2194
2022-12-02,10962,1875,1949
2022-12-03,14056,2026,2395
2022-12-04,16889,2151,2444
2022-12-05,13703,2507,2500
2022-12-06,14383,2165,2391
2022-12-07,12659,2076,2371
2022-12-08,14035,2287,2596
2022-12-09,13399,1839,2056
2022-12-10,16234,2026,2419
2022-12-11,18518,2110,2386
2022-12-12,15307,2397,2357
2022-12-13,15514,1960,2379
2022-12-14,14005,1931,2304
2022-12-15,15380,2146,2874
2022-12-16,15276,1816,2726
2022-12-17,17539,1734,3028
2022-12-18,19270,1848,2951
2022-12-19,15470,2008,2984
2022-12-20,16433,2232,3533
2022-12-21,14510,2069,3583
2022-12-22,14976,2532,3905
2022-12-23,14081,2268,4008
2022-12-24,14273,2268,4291
2022-12-25,14999,2792,3492
2022-12-26,16611,2545,3392
2022-12-27,22593,1937,3206
2022-12-28,22003,2063,3772
2022-12-29,21904,2471,4187
2022-12-30,22758,2300,4185
2022-12-31,24449,2152,3472
2023-01-01,28657,2193,3073
2023-01-02,33611,2169,2389
2023-01-03,26785,2279,3280
2023-01-04,25613,2535,3677
2023-01-05,22534,3000,4097
2023-01-06,24233,3412,4477
2023-01-07,25847,4929,5091
2023-01-08,35163,5046,5889
2023-01-09,30197,4950,5833
2023-01-10,32029,5370,6063
2023-01-11,32064,6226,6196
2023-01-12,33930,6868,6580
2023-01-13,37206,8611,7483
2023-01-14,40188,9272,9044
2023-01-15,53181,9073,7668
2023-01-16,41056,8830,6622
2023-01-17,38637,9813,6150
2023-01-18,39176,11493,7622
2023-01-19,37829,13160,8367
2023-01-20,35072,14892,9852
2023-01-21,28951,9953,10303
2023-01-22,31820,10082,8553
2023-01-23,51790,14734,10421
2023-01-24,74620,16420,10742
2023-01-25,115075,15060,9341
2023-01-26,97704,15685,9823
2023-01-27,93587,12946,9919
2023-01-28,113729,10419,9578
2023-01-29,165264,11958,6721
2023-01-30,113895,14011,6989
2023-01-31,97443,14453,6220
2023-02-01,69009,15520,7514
2023-02-02,57307,15988,8261
2023-02-03,55684,16315,10109
2023-02-04,57801,16530,12247
2023-02-05,78235,12023,9503
2023-02-06,108899,23587,9600
2023-02-07,106182,24283,9106
2023-02-08,108177,27792,9674
2023-02-09,107501,29608,11019
2023-02-10,116778,39030,12650
2023-02-11,130988,49338,16466
2023-02-12,224083,41648,13249
2023-02-13,138131,37817,10761
2023-02-14,119791,34859,10302
2023-02-15,127461,39941,11786
2023-02-16,123209,43104,11991
2023-02-17,132672,52036,13909
2023-02-18,143344,69992,17541
2023-02-19,235819,49742,13990
2023-02-20,150237,43044,11812
2023-02-21,130887,42993,11055
2023-02-22,131182,46320,12546
2023-02-23,131861,45873,14189
2023-02-24,145252,56213,16335
2023-02-25,157597,80269,21807
2023-02-26,246029,57269,16265
2023-02-27,163340,48226,14586
2023-02-28,142932,48673,14788
2023-03-01,136345,53144,15630
2023-03-02,138767,52508,14617
2023-03-03,148729,61547,16329
2023-03-04,156943,86811,17794
2023-03-05,255470,62312,14749
2023-03-06,160883,48928,12619
2023-03-07,143260,46330,12607
2023-03-08,141664,50889,16925
2023-03-09,144517,53434,14906
2023-03-10,153338,63913,16045
2023-03-11,164303,92977,19432
2023-03-12,278173,64149,15969
2023-03-13,169919,54888,13390
2023-03-14,148348,51413,12482
2023-03-15,144777,52430,13747
2023-03-16,145778,57770,14603
2023-03-17,157608,71977,17294
2023-03-18,172905,102458,19800
2023-03-19,268799,74816,17117
2023-03-20,168660,58419,15520
2023-03-21,148211,59126,14643
2023-03-22,144422,59917,14594
2023-03-23,144094,63152,15878
2023-03-24,155213,81152,17030
2023-03-25,162074,96549,17963
2023-03-26,244801,63327,16191
2023-03-27,160608,52718,14306
2023-03-28,146320,55814,14691
2023-03-29,145351,56384,17180
2023-03-30,147855,54556,14962
2023-03-31,155157,62088,18012
2023-04-01,163699,93977,21481
2023-04-02,234807,56872,17134
2023-04-03,153969,43609,14444
2023-04-04,137979,40664,15059
2023-04-05,202584,56981,21486
2023-04-06,177630,40758,21425
2023-04-07,226224,46680,23423
2023-04-08,269860,80532,17961
2023-04-09,395727,61883,15008
2023-04-10,485979,58830,10959
2023-04-11,268302,74714,14625
2023-04-12,216355,71698,21961
