,Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
4674,27-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4676,27-05-2021,Hung Hom,Arrival,0,0,0,0
4678,27-05-2021,Lo Wu,Arrival,0,0,0,0
4680,27-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4682,27-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4684,27-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,138,4,36,178
4686,27-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4688,27-05-2021,Man Kam To,Arrival,0,0,0,0
4690,27-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4692,27-05-2021,Shenzhen Bay,Arrival,979,133,3,1115
4694,27-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4696,27-05-2021,Harbour Control,Arrival,0,0,0,0
4698,27-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4700,27-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4702,27-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4704,28-05-2021,Airport,Arrival,863,12,19,894
4706,28-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4708,28-05-2021,Hung Hom,Arrival,0,0,0,0
4710,28-05-2021,Lo Wu,Arrival,0,0,0,0
4712,28-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4714,28-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4716,28-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,157,11,4,172
4718,28-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4720,28-05-2021,Man Kam To,Arrival,0,0,0,0
4722,28-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4724,28-05-2021,Shenzhen Bay,Arrival,1256,124,4,1384
4726,28-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4728,28-05-2021,Harbour Control,Arrival,0,0,0,0
4730,28-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4732,28-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4734,28-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4736,29-05-2021,Airport,Arrival,809,9,13,831
4738,29-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4740,29-05-2021,Hung Hom,Arrival,0,0,0,0
4742,29-05-2021,Lo Wu,Arrival,0,0,0,0
4744,29-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4746,29-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4748,29-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,121,5,5,131
4750,29-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4752,29-05-2021,Man Kam To,Arrival,0,0,0,0
4754,29-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4756,29-05-2021,Shenzhen Bay,Arrival,1048,125,0,1173
4758,29-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4760,29-05-2021,Harbour Control,Arrival,0,0,0,0
4762,29-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4764,29-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4766,29-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4768,30-05-2021,Airport,Arrival,759,8,22,789
4770,30-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4772,30-05-2021,Hung Hom,Arrival,0,0,0,0
4774,30-05-2021,Lo Wu,Arrival,0,0,0,0
4776,30-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4778,30-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4780,30-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,120,10,4,134
4782,30-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4784,30-05-2021,Man Kam To,Arrival,0,0,0,0
4786,30-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4788,30-05-2021,Shenzhen Bay,Arrival,1136,119,3,1258
4790,30-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4792,30-05-2021,Harbour Control,Arrival,0,0,0,0
4794,30-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4796,30-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4798,30-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4800,31-05-2021,Airport,Arrival,377,3,4,384
4802,31-05-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4804,31-05-2021,Hung Hom,Arrival,0,0,0,0
4806,31-05-2021,Lo Wu,Arrival,0,0,0,0
4808,31-05-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4810,31-05-2021,Heung Yuen Wai,Arrival,0,0,0,0
4812,31-05-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,125,5,3,133
4814,31-05-2021,Lok Ma Chau,Arrival,0,0,0,0
4816,31-05-2021,Man Kam To,Arrival,0,0,0,0
4818,31-05-2021,Sha Tau Kok,Arrival,0,0,0,0
4820,31-05-2021,Shenzhen Bay,Arrival,971,77,1,1049
4822,31-05-2021,China Ferry Terminal,Arrival,0,0,0,0
4824,31-05-2021,Harbour Control,Arrival,0,0,0,0
4826,31-05-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4828,31-05-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4830,31-05-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4832,01-06-2021,Airport,Arrival,390,9,15,414
4834,01-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4836,01-06-2021,Hung Hom,Arrival,0,0,0,0
4838,01-06-2021,Lo Wu,Arrival,0,0,0,0
4840,01-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4842,01-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
4844,01-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,113,5,6,124
4846,01-06-2021,Lok Ma Chau,Arrival,0,0,0,0
4848,01-06-2021,Man Kam To,Arrival,0,0,0,0
4850,01-06-2021,Sha Tau Kok,Arrival,0,0,0,0
4852,01-06-2021,Shenzhen Bay,Arrival,907,130,2,1039
4854,01-06-2021,China Ferry Terminal,Arrival,0,0,0,0
4856,01-06-2021,Harbour Control,Arrival,0,0,0,0
4858,01-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4860,01-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4862,01-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4864,02-06-2021,Airport,Arrival,811,2,19,832
4866,02-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4868,02-06-2021,Hung Hom,Arrival,0,0,0,0
4870,02-06-2021,Lo Wu,Arrival,0,0,0,0
4872,02-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4874,02-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
4876,02-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,118,3,9,130
4878,02-06-2021,Lok Ma Chau,Arrival,0,0,0,0
4880,02-06-2021,Man Kam To,Arrival,0,0,0,0
4882,02-06-2021,Sha Tau Kok,Arrival,0,0,0,0
4884,02-06-2021,Shenzhen Bay,Arrival,1020,102,1,1123
4886,02-06-2021,China Ferry Terminal,Arrival,0,0,0,0
4888,02-06-2021,Harbour Control,Arrival,0,0,0,0
4890,02-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4892,02-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4894,02-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4896,03-06-2021,Airport,Arrival,346,9,11,366
4898,03-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4900,03-06-2021,Hung Hom,Arrival,0,0,0,0
4902,03-06-2021,Lo Wu,Arrival,0,0,0,0
4904,03-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4906,03-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
4908,03-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,137,8,3,148
4910,03-06-2021,Lok Ma Chau,Arrival,0,0,0,0
4912,03-06-2021,Man Kam To,Arrival,0,0,0,0
4914,03-06-2021,Sha Tau Kok,Arrival,0,0,0,0
4916,03-06-2021,Shenzhen Bay,Arrival,960,137,4,1101
4918,03-06-2021,China Ferry Terminal,Arrival,0,0,0,0
4920,03-06-2021,Harbour Control,Arrival,0,0,0,0
4922,03-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4924,03-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4926,03-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4928,04-06-2021,Airport,Arrival,708,12,8,728
4930,04-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4932,04-06-2021,Hung Hom,Arrival,0,0,0,0
4934,04-06-2021,Lo Wu,Arrival,0,0,0,0
4936,04-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4938,04-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
4940,04-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,145,3,5,153
4942,04-06-2021,Lok Ma Chau,Arrival,0,0,0,0
4944,04-06-2021,Man Kam To,Arrival,0,0,0,0
4946,04-06-2021,Sha Tau Kok,Arrival,0,0,0,0
4948,04-06-2021,Shenzhen Bay,Arrival,831,96,4,931
4950,04-06-2021,China Ferry Terminal,Arrival,0,0,0,0
4952,04-06-2021,Harbour Control,Arrival,0,0,0,0
4954,04-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4956,04-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4958,04-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4960,05-06-2021,Airport,Arrival,808,10,11,829
4962,05-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4964,05-06-2021,Hung Hom,Arrival,0,0,0,0
4966,05-06-2021,Lo Wu,Arrival,0,0,0,0
4968,05-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
4970,05-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
4972,05-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,119,3,5,127
4974,05-06-2021,Lok Ma Chau,Arrival,0,0,0,0
4976,05-06-2021,Man Kam To,Arrival,0,0,0,0
4978,05-06-2021,Sha Tau Kok,Arrival,0,0,0,0
4980,05-06-2021,Shenzhen Bay,Arrival,943,153,1,1097
4982,05-06-2021,China Ferry Terminal,Arrival,0,0,0,0
4984,05-06-2021,Harbour Control,Arrival,0,0,0,0
4986,05-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
4988,05-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
4990,05-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
4992,06-06-2021,Airport,Arrival,848,129,25,1002
4994,06-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
4996,06-06-2021,Hung Hom,Arrival,0,0,0,0
4998,06-06-2021,Lo Wu,Arrival,0,0,0,0
5000,06-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5002,06-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5004,06-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,138,10,2,150
5006,06-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5008,06-06-2021,Man Kam To,Arrival,0,0,0,0
5010,06-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5012,06-06-2021,Shenzhen Bay,Arrival,887,183,2,1072
5014,06-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5016,06-06-2021,Harbour Control,Arrival,0,0,0,0
5018,06-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5020,06-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5022,06-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5024,07-06-2021,Airport,Arrival,371,4,3,378
5026,07-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5028,07-06-2021,Hung Hom,Arrival,0,0,0,0
5030,07-06-2021,Lo Wu,Arrival,0,0,0,0
5032,07-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5034,07-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5036,07-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,103,5,4,112
5038,07-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5040,07-06-2021,Man Kam To,Arrival,0,0,0,0
5042,07-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5044,07-06-2021,Shenzhen Bay,Arrival,675,89,2,766
5046,07-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5048,07-06-2021,Harbour Control,Arrival,0,0,0,0
5050,07-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5052,07-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5054,07-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5056,08-06-2021,Airport,Arrival,451,9,4,464
5058,08-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5060,08-06-2021,Hung Hom,Arrival,0,0,0,0
5062,08-06-2021,Lo Wu,Arrival,0,0,0,0
5064,08-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5066,08-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5068,08-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,119,5,1,125
5070,08-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5072,08-06-2021,Man Kam To,Arrival,0,0,0,0
5074,08-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5076,08-06-2021,Shenzhen Bay,Arrival,916,111,1,1028
5078,08-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5080,08-06-2021,Harbour Control,Arrival,0,0,0,0
5082,08-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5084,08-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5086,08-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5088,09-06-2021,Airport,Arrival,544,13,15,572
5090,09-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5092,09-06-2021,Hung Hom,Arrival,0,0,0,0
5094,09-06-2021,Lo Wu,Arrival,0,0,0,0
5096,09-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5098,09-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5100,09-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,108,9,4,121
5102,09-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5104,09-06-2021,Man Kam To,Arrival,0,0,0,0
5106,09-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5108,09-06-2021,Shenzhen Bay,Arrival,987,87,1,1075
5110,09-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5112,09-06-2021,Harbour Control,Arrival,0,0,0,0
5114,09-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5116,09-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5118,09-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5120,10-06-2021,Airport,Arrival,471,14,25,510
5122,10-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5124,10-06-2021,Hung Hom,Arrival,0,0,0,0
5126,10-06-2021,Lo Wu,Arrival,0,0,0,0
5128,10-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5130,10-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5132,10-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,138,6,3,147
5134,10-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5136,10-06-2021,Man Kam To,Arrival,0,0,0,0
5138,10-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5140,10-06-2021,Shenzhen Bay,Arrival,855,115,2,972
5142,10-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5144,10-06-2021,Harbour Control,Arrival,0,0,0,0
5146,10-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5148,10-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5150,10-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5152,11-06-2021,Airport,Arrival,724,28,8,760
5154,11-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5156,11-06-2021,Hung Hom,Arrival,0,0,0,0
5158,11-06-2021,Lo Wu,Arrival,0,0,0,0
5160,11-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5162,11-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5164,11-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,128,5,3,136
5166,11-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5168,11-06-2021,Man Kam To,Arrival,0,0,0,0
5170,11-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5172,11-06-2021,Shenzhen Bay,Arrival,1016,105,1,1122
5174,11-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5176,11-06-2021,Harbour Control,Arrival,0,0,0,0
5178,11-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5180,11-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5182,11-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5184,12-06-2021,Airport,Arrival,652,33,6,691
5186,12-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5188,12-06-2021,Hung Hom,Arrival,0,0,0,0
5190,12-06-2021,Lo Wu,Arrival,0,0,0,0
5192,12-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5194,12-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5196,12-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,126,10,4,140
5198,12-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5200,12-06-2021,Man Kam To,Arrival,0,0,0,0
5202,12-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5204,12-06-2021,Shenzhen Bay,Arrival,792,288,0,1080
5206,12-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5208,12-06-2021,Harbour Control,Arrival,0,0,0,0
5210,12-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5212,12-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5214,12-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5216,13-06-2021,Airport,Arrival,947,25,11,983
5218,13-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5220,13-06-2021,Hung Hom,Arrival,0,0,0,0
5222,13-06-2021,Lo Wu,Arrival,0,0,0,0
5224,13-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5226,13-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5228,13-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,101,5,0,106
5230,13-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5232,13-06-2021,Man Kam To,Arrival,0,0,0,0
5234,13-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5236,13-06-2021,Shenzhen Bay,Arrival,735,152,4,891
5238,13-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5240,13-06-2021,Harbour Control,Arrival,0,0,0,0
5242,13-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5244,13-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5246,13-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5248,14-06-2021,Airport,Arrival,347,7,7,361
5250,14-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5252,14-06-2021,Hung Hom,Arrival,0,0,0,0
5254,14-06-2021,Lo Wu,Arrival,0,0,0,0
5256,14-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5258,14-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5260,14-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,82,5,2,89
5262,14-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5264,14-06-2021,Man Kam To,Arrival,0,0,0,0
5266,14-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5268,14-06-2021,Shenzhen Bay,Arrival,476,63,1,540
5270,14-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5272,14-06-2021,Harbour Control,Arrival,0,0,0,0
5274,14-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5276,14-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5278,14-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5280,15-06-2021,Airport,Arrival,574,13,8,595
5282,15-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5284,15-06-2021,Hung Hom,Arrival,0,0,0,0
5286,15-06-2021,Lo Wu,Arrival,0,0,0,0
5288,15-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5290,15-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5292,15-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,101,5,1,107
5294,15-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5296,15-06-2021,Man Kam To,Arrival,0,0,0,0
5298,15-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5300,15-06-2021,Shenzhen Bay,Arrival,666,69,1,736
5302,15-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5304,15-06-2021,Harbour Control,Arrival,0,0,0,0
5306,15-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5308,15-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5310,15-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5312,16-06-2021,Airport,Arrival,747,2,14,763
5314,16-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5316,16-06-2021,Hung Hom,Arrival,0,0,0,0
5318,16-06-2021,Lo Wu,Arrival,0,0,0,0
5320,16-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5322,16-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5324,16-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,106,4,1,111
5326,16-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5328,16-06-2021,Man Kam To,Arrival,0,0,0,0
5330,16-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5332,16-06-2021,Shenzhen Bay,Arrival,797,95,1,893
5334,16-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5336,16-06-2021,Harbour Control,Arrival,0,0,0,0
5338,16-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5340,16-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5342,16-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5344,17-06-2021,Airport,Arrival,533,15,8,556
5346,17-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5348,17-06-2021,Hung Hom,Arrival,0,0,0,0
5350,17-06-2021,Lo Wu,Arrival,0,0,0,0
5352,17-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5354,17-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5356,17-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,112,7,9,128
5358,17-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5360,17-06-2021,Man Kam To,Arrival,0,0,0,0
5362,17-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5364,17-06-2021,Shenzhen Bay,Arrival,706,82,2,790
5366,17-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5368,17-06-2021,Harbour Control,Arrival,0,0,0,0
5370,17-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5372,17-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5374,17-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5376,18-06-2021,Airport,Arrival,705,21,16,742
5378,18-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5380,18-06-2021,Hung Hom,Arrival,0,0,0,0
5382,18-06-2021,Lo Wu,Arrival,0,0,0,0
5384,18-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5386,18-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5388,18-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,174,1,7,182
5390,18-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5392,18-06-2021,Man Kam To,Arrival,0,0,0,0
5394,18-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5396,18-06-2021,Shenzhen Bay,Arrival,795,91,3,889
5398,18-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5400,18-06-2021,Harbour Control,Arrival,0,0,0,0
5402,18-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5404,18-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5406,18-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5408,19-06-2021,Airport,Arrival,957,10,8,975
5410,19-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5412,19-06-2021,Hung Hom,Arrival,0,0,0,0
5414,19-06-2021,Lo Wu,Arrival,0,0,0,0
5416,19-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5418,19-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5420,19-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,107,3,4,114
5422,19-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5424,19-06-2021,Man Kam To,Arrival,0,0,0,0
5426,19-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5428,19-06-2021,Shenzhen Bay,Arrival,692,149,3,844
5430,19-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5432,19-06-2021,Harbour Control,Arrival,0,0,0,0
5434,19-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5436,19-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5438,19-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5440,20-06-2021,Airport,Arrival,1522,26,31,1579
5442,20-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5444,20-06-2021,Hung Hom,Arrival,0,0,0,0
5446,20-06-2021,Lo Wu,Arrival,0,0,0,0
5448,20-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5450,20-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5452,20-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,135,5,1,141
5454,20-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5456,20-06-2021,Man Kam To,Arrival,0,0,0,0
5458,20-06-2021,Sha Tau Kok,Arrival,0,0,0,0
5460,20-06-2021,Shenzhen Bay,Arrival,865,125,2,992
5462,20-06-2021,China Ferry Terminal,Arrival,0,0,0,0
5464,20-06-2021,Harbour Control,Arrival,0,0,0,0
5466,20-06-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5468,20-06-2021,Macau Ferry Terminal,Arrival,0,0,0,0
5470,20-06-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5472,21-06-2021,Airport,Arrival,627,3,13,643
5474,21-06-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0
5476,21-06-2021,Hung Hom,Arrival,0,0,0,0
5478,21-06-2021,Lo Wu,Arrival,0,0,0,0
5480,21-06-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5482,21-06-2021,Heung Yuen Wai,Arrival,0,0,0,0
5484,21-06-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,117,11,3,131
5486,21-06-2021,Lok Ma Chau,Arrival,0,0,0,0
5488,21-06-2021,Man Kam To,Arrival,0,0,0,0
